"M1_ID","Frame","outcome","M6_6_KEHYSB","M6_6_KEHYSC","M6_6_KEHYSD","M1_1","M1_2","M1_2_1","M1_2_2","M1_2_2_3luokkaa","M1_3","M1_5","M1_6","M1_7","M1_8","M1_9","M1_10","M1_11","M1_12","M2_1","M2_2","M2_5","M2_5_2_1","M2_5_2_2","M2_5_2_3","M2_5_2_4","M2_5_2_5","M2_5_2_6","M2_5_2_7","M2_5_2_8","M2_5_2_9","M2_5_2_10","M2_6_0","M2_6_1","M2_6_2","M2_6_3","M2_6_4","M2_6_5","M2_6_6","M2_6_7","M2_6_8","M2_6_9","M2_6_10","M2_6_11","M2_6_12","M2_6_13","M2_6_14","M2_6_15","M2_6_16","M2_6_99","M2_6_1A","M2_6_2A","M2_6_3A","M2_6_4A","M2_6_5A","M2_6_6A","M2_6_7A","M2_6_8A","M2_6_9A","M2_6_10A","M2_6_11A","M2_6_12A","M2_6_13A","M2_6_14A","M2_6_15A","M2_6_16A","M2_6_99A","M2_6_1B","M2_6_2B","M2_6_3B","M2_6_4B","M2_6_5B","M2_6_6B","M2_6_7B","M2_6_8B","M2_6_9B","M2_6_10B","M2_6_11B","M2_6_12B","M2_6_13B","M2_6_14B","M2_6_15B","M2_6_16B","M2_6_99B","M2_3_0","M2_3_1","M2_3_2","M2_3_3","M2_3_4","M2_3_5","M2_3_6","M2_3_7","M2_3_8","M2_3_9","M2_3_10","M2_3_11","M2_3_12","M2_3_13","M2_3_14","M2_3_15","M2_3_16","M2_3_17","M2_3_18","M2_3_19","M2_3_20","M2_3_21","M2_3_22","M2_3_23","M2_3_24","M2_3_99","M2_7_1","M2_7_2","M2_7_3","M2_7_4","M2_7_5","M2_7_6","M2_4","M2_8","M2_9","M2_10","M2_11","M2_12","M2_13","M4_1_1","M4_1_2","M4_1_3","M4_1_4","M4_1_5","M4_1_6","M4_1_7","M4_1_8","M4_1_9","M4_1_10","M4_1_11","M4_1_12","M6_1_1","M6_1_2","M6_1_3","M6_1_4","M6_1_5","M6_4","M6_5_1_1","M6_5_1_2","M6_5_1_3","M6_5_1_4","M6_5_1_5","M6_5_2_1","M6_5_2_2","M6_5_2_3","M6_7_1","M6_7_2","M6_8","SUURALUE","IKA","PAINOKERROIN"
"2251","Frame B","A medicine should be introduced at public expense if a company lowers its price","A medicine should be introduced at public expense if a company lowers its price",NA,NA,"Female","1992","29","25-29","18-34","Separated or divorced","I work full-time","High school","Yes","Other city centre or suburb","North Ostrobothnia","2001-3000 €","Yes","Yes","Pretty good","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,"Well",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Once every two years",NA,NA,NA,NA,NA,NA,NA,NA,NA,"En","En","En","En","En","En","En","En","En","En","En","Yes","En","En","En","Yes","En","Yes","En","En","En","En","En","En","En","En","No","Yes","Yes","No","Yes","No","3","Yes","1-2 times a month","Yes","100-299 €","No","There have been no problems at all","Somewhat agree","Somewhat agree","Somewhat disagree","Totally disagree","Totally disagree","Totally disagree","Totally agree","Totally agree","Totally disagree","Somewhat agree","Somewhat agree","Totally agree","Totally agree","Totally agree","Somewhat agree","Totally agree","Somewhat disagree","All 100 €","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Totally disagree","Somewhat disagree","Totally disagree","Somewhat disagree","Somewhat disagree","Totally disagree","3","Northern and Eastern Finland","25-34","2.67307724273432"
"711","Frame B","The medicine should be made available at public expense, regardless of the price charged by the company","The medicine should be made available at public expense, regardless of the price charged by the company",NA,NA,"Female","1992","29","25-29","18-34","Unmarried","I work part-time","University or college","No","Helsinki metropolitan area (Helsinki, Espoo, Vantaa, Kauniainen) city centre or suburbs","Uusimaa","1001-2000 €","Yes","Yes","Moderate","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No",NA,"Well",NA,NA,NA,NA,NA,NA,"99","99",NA,NA,NA,NA,NA,NA,NA,NA,"At least once every six months",NA,NA,NA,NA,NA,NA,"Less often","Less often",NA,NA,NA,NA,NA,NA,NA,"En","En","En","En","En","Yes","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","Yes","En","No","No","Yes","No","No","No","1","Yes","A few times a week","Yes","100-299 €","No","There have been no problems at all","Somewhat agree","Totally agree","I don't know","Somewhat disagree","Totally disagree","Somewhat disagree","Totally agree","Somewhat agree","Totally disagree","Totally agree","Totally agree","Somewhat agree","Totally agree","Totally agree","Totally disagree","Somewhat agree","Somewhat disagree","All 100 €","Totally agree","Totally agree","Totally agree","Totally agree","Totally disagree","Totally disagree","Totally disagree","Totally disagree","Totally agree","Totally agree","4","Helsinki-Uusimaa","25-34","1.55859742920608"
"1947","Frame B","The medicine should be made available at public expense, regardless of the price charged by the company","The medicine should be made available at public expense, regardless of the price charged by the company",NA,NA,"Female","1992","29","25-29","18-34","Married / in a registered partnership / cohabiting","I work full-time","University or college","No","Helsinki metropolitan area (Helsinki, Espoo, Vantaa, Kauniainen) city centre or suburbs","Uusimaa","5001-8000 €","Yes","Yes","Pretty good","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderately",NA,NA,NA,NA,NA,"99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"At least once every six months",NA,NA,NA,NA,NA,"Less often",NA,"Yes","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En",NA,NA,NA,NA,NA,NA,"2","Yes","Once a week","Yes","100-299 €","No","There have been no problems at all","Totally agree","Somewhat disagree","I don't know","Totally disagree","Somewhat disagree","Totally disagree","Totally agree","Totally agree","Totally disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","I don't know","600 € or more","Somewhat agree","Totally agree","Totally agree","Totally agree","Totally disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","7","Helsinki-Uusimaa","25-34","1.55859742920608"
"1661","Frame C",NA,NA,"I don't know",NA,"Female","1992","29","25-29","18-34","Married / in a registered partnership / cohabiting","I study","High school","No","Helsinki metropolitan area (Helsinki, Espoo, Vantaa, Kauniainen) city centre or suburbs","Uusimaa","3001-4000 €","Yes","Yes","Pretty good","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,"99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"At least once every six months",NA,NA,NA,NA,NA,NA,NA,NA,"En","Yes","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","Yes","En","En","En","En","En","En","En","Yes","Yes","No","No","No","No","No","3","Yes","1-2 times a month","En","300-599 €","No","There have been no problems at all","Somewhat disagree","Totally agree","Somewhat disagree","Somewhat disagree","Totally disagree","Somewhat disagree","Somewhat agree","Totally agree","Somewhat disagree","Totally agree","Totally agree","Somewhat agree","Somewhat agree","Totally agree","I don't know","Somewhat disagree","I don't know","100-299 €","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Totally disagree","Totally agree","Somewhat disagree","Totally agree","Totally disagree","Somewhat disagree","5","Helsinki-Uusimaa","25-34","2.16874032499768"
"1919","Frame C","The medicine should be made available at public expense, regardless of the price charged by the company",NA,"The medicine should be made available at public expense, regardless of the price charged by the company",NA,"Female","1992","29","25-29","18-34","Married / in a registered partnership / cohabiting","I am on maternity or paternity leave, parental leave or childcare leave","Vocational education and training","No","Other city centre or suburb","Päijät-Häme","2001-3000 €","Yes","Yes","Good for","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En",NA,NA,NA,NA,NA,NA,"1","En","1-2 times a month","Yes","100-299 €","No","There have been no problems at all","Totally agree","Somewhat disagree","Somewhat agree","Somewhat agree","Totally disagree","Somewhat disagree","Totally agree","Somewhat agree","Totally disagree","Somewhat disagree","Somewhat disagree","Totally agree","Somewhat agree","Totally agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","100-299 €","Totally agree","Totally agree","Totally agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Totally disagree","Totally agree","Totally agree","6","Southern Finland","25-34","3.12059625584353"
"1948","Frame C","The medicine should be made available at public expense, regardless of the price charged by the company",NA,"The medicine should be made available at public expense, regardless of the price charged by the company",NA,"Male","1992","29","25-29","18-34","Unmarried","I work part-time","University or college","No","Other city centre or suburb","North Ostrobothnia","2001-3000 €","Yes","Yes","Good for","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En",NA,NA,NA,NA,NA,NA,"0","Yes","Once a week","Yes","I do not take medicines prescribed by my doctor","No","I have not taken any medicines prescribed by my doctor","Totally agree","Somewhat disagree","Somewhat disagree","Totally disagree","Totally disagree","Totally disagree","Totally agree","Totally agree","Totally disagree","Somewhat disagree","Somewhat disagree","Totally agree","Somewhat agree","Somewhat agree","Totally agree","Somewhat disagree","Somewhat disagree","300-599 €","Totally agree","Somewhat agree","Totally agree","Totally agree","Totally disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","7","Northern and Eastern Finland","25-34","2.4662490118185"
"1158","Frame D","A medicine should be introduced at public expense if a company lowers its price",NA,NA,"A medicine should be introduced at public expense if a company lowers its price","Female","1992","29","25-29","18-34","Married / in a registered partnership / cohabiting","I study","University of Applied Sciences","Yes","Other city centre or suburb","Pirkanmaa","2001-3000 €","Yes","Yes","Good for","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Well",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Once a year",NA,NA,NA,NA,"Yes","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En",NA,NA,NA,NA,NA,NA,"1","Yes","1-2 times a month","Yes","All 100 €","No","There have been no problems at all","Totally agree","Somewhat disagree","Totally disagree","Somewhat disagree","Somewhat disagree","Totally disagree","Totally agree","Somewhat agree","Totally disagree","Totally disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","I don't know","Somewhat disagree","I don't know","Somewhat agree","Totally agree","Somewhat agree","Somewhat agree","Totally disagree","Somewhat disagree","Somewhat disagree","Totally disagree","Somewhat agree","Somewhat agree","8","Western Finland","25-34","1.6139349874852"
"1165","Frame D","A medicine should be introduced at public expense if a company lowers its price",NA,NA,"A medicine should be introduced at public expense if a company lowers its price","Male","1992","29","25-29","18-34","Married / in a registered partnership / cohabiting","I work part-time","University or college","Yes","Helsinki metropolitan area (Helsinki, Espoo, Vantaa, Kauniainen) city centre or suburbs","Uusimaa","I do not want to answer","Yes","Yes","Pretty good","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En",NA,NA,NA,NA,NA,NA,"1","Yes","Less than once a month","Yes","100-299 €","No","There have been no problems at all","Totally agree","Somewhat disagree","Totally disagree","Totally disagree","Totally disagree","Totally disagree","Totally agree","Totally agree","Somewhat agree","Totally disagree","Somewhat agree","Totally agree","Totally disagree","Totally disagree","Somewhat disagree","Somewhat disagree","Totally agree","600 € or more","Somewhat disagree","Totally agree","Somewhat agree","Totally agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Totally disagree","5","Helsinki-Uusimaa","25-34","2.04314789862073"
"1899","Frame D","A medicine should be introduced at public expense if a company lowers its price",NA,NA,"A medicine should be introduced at public expense if a company lowers its price","Female","1992","29","25-29","18-34","Married / in a registered partnership / cohabiting","I work full-time","University or college","No","Helsinki metropolitan area (Helsinki, Espoo, Vantaa, Kauniainen) city centre or suburbs","Uusimaa","I do not want to answer","Yes","Yes","Good for","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","Yes","En","En","En","En","En","En","En","En","Yes","No","No","No","No","No","2","En","Less than once a month","Yes","All 100 €","No","There have been no problems at all","Totally agree","Somewhat agree","Somewhat agree","I don't know","Somewhat disagree","Totally disagree","Somewhat agree","Somewhat agree","Totally disagree","Somewhat disagree","Somewhat agree","Somewhat agree","I don't know","Somewhat disagree","I don't know","Somewhat agree","Somewhat disagree","100-299 €","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","6","Helsinki-Uusimaa","25-34","1.55859742920608"
"312","Frame A",NA,NA,NA,NA,"Female","1991","30","30-34","18-34","Married / in a registered partnership / cohabiting","I work full-time","Vocational education and training","No","Other city centre or suburb","Pirkanmaa","4001-5000 €","Yes","Yes","Moderate","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderately",NA,NA,NA,NA,"Quite well",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less often",NA,NA,NA,NA,"Once a year",NA,"En","En","En","En","En","En","En","En","En","En","En","Yes","En","En","En","En","En","Yes","En","En","En","En","En","En","En","En","Yes","No","No","Yes","No","No","3","Yes","Daily","En","300-599 €","Yes","There have been some problems","Totally agree","Somewhat agree","Totally disagree","Somewhat agree","Totally disagree","Somewhat disagree","Totally agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Totally disagree","100-299 €","Somewhat agree","Totally agree","Totally agree","Totally agree","Totally disagree","Somewhat disagree","Totally disagree","Somewhat disagree","Somewhat agree","Somewhat agree","6","Western Finland","25-34","2.24574083319688"
"1648","Frame B",NA,"I don't know",NA,NA,"Female","1991","30","30-34","18-34","Unmarried","Something else","Primary or elementary school","No","Helsinki metropolitan area (Helsinki, Espoo, Vantaa, Kauniainen) city centre or suburbs","Uusimaa","Up to 1000 €","Yes","Yes","Quite bad","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,"99","Well",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Once a year","Once a year",NA,NA,NA,NA,NA,NA,NA,"En","En","En","En","En","En","En","En","En","En","En","En","En","En","Yes","En","En","En","En","En","En","En","En","En","En","En","No","No","No","No","Yes","No","1","En","Never ever","Yes","All 100 €","No","There have been no problems at all","Somewhat agree","Totally agree","Somewhat agree","Totally agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Totally agree","Totally agree","Somewhat agree","I don't know","Somewhat agree","I don't know","Totally agree","I don't know","I don't know","Somewhat agree","Totally agree","Totally agree","Totally agree","Totally disagree","Somewhat agree","Totally disagree","Totally disagree","Somewhat agree","Somewhat agree","5","Helsinki-Uusimaa","25-34","8.85582712944017"
"1175","Frame B","A medicine should be introduced at public expense if a company lowers its price","A medicine should be introduced at public expense if a company lowers its price",NA,NA,"Male","1991","30","30-34","18-34","Married / in a registered partnership / cohabiting","I work full-time","Vocational education and training","Yes","Other city centre or suburb","Päijät-Häme","5001-8000 €","Yes","Yes","Pretty good","Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,"Quite well","Quite well",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"At least once every six months","At least once every six months",NA,NA,NA,NA,NA,NA,NA,NA,"En","En","En","En","Yes","Yes","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","No","No","Yes","No","No","No","2","Yes","1-2 times a month","Yes","100-299 €","Yes","There have been some problems","Totally agree","Somewhat agree","Somewhat disagree","Totally disagree","Totally disagree","Somewhat disagree","Totally agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Totally agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","300-599 €","Totally agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Totally agree","Somewhat agree","Somewhat disagree","Totally agree","Somewhat agree","8","Southern Finland","25-34","3.61197754743901"
"1605","Frame B","A medicine should be introduced at public expense if a company lowers its price","A medicine should be introduced at public expense if a company lowers its price",NA,NA,"Female","1991","30","30-34","18-34","Married / in a registered partnership / cohabiting","I am retired","Vocational education and training","No","Rural or semi-rural area","Pirkanmaa","I don't know","Yes","Yes","Moderate","Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,"99","Moderately",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less often","At least every three months",NA,NA,NA,NA,NA,NA,NA,NA,"En","En","En","En","En","En","En","En","En","En","En","Yes","En","Yes","En","En","En","En","Yes","En","En","En","En","En","En","Yes","Yes","Yes","No","No","No","No","7","Yes","Once a week","Yes","All 100 €","No","There have been some problems","Somewhat agree","Somewhat agree","I don't know","I don't know","Somewhat agree","Somewhat disagree","Totally agree","I don't know","Totally disagree","I don't know","Somewhat agree","Somewhat agree","Totally agree","Totally agree","Somewhat agree","Somewhat agree","Totally disagree","I don't know","Somewhat disagree","Somewhat agree","Totally agree","Somewhat agree","Totally disagree","Somewhat agree","Totally disagree","Somewhat agree","Somewhat agree","Somewhat disagree","5","Western Finland","25-34","2.24574083319688"
"748","Frame C","A medicine should be introduced at public expense if a company lowers its price",NA,"A medicine should be introduced at public expense if a company lowers its price",NA,"Female","1991","30","30-34","18-34","Married / in a registered partnership / cohabiting","I work full-time","Vocational education and training","No","Municipal centre, parish or agglomeration","North Savo","4001-5000 €","Yes","Yes","Pretty good","Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","Yes",NA,NA,"Moderately",NA,NA,NA,NA,NA,NA,NA,"Well",NA,NA,NA,NA,"Quite well","99",NA,NA,"At least every three months",NA,NA,NA,NA,NA,NA,NA,"Less often",NA,NA,NA,NA,"Less often","Once a year","En","En","En","En","En","En","Yes","En","En","En","En","Yes","En","En","En","En","En","Yes","En","En","En","En","En","Yes","En","En","Yes","Yes","No","No","No","No","6","Yes","A few times a week","Yes","300-599 €","No","There have been some problems","Totally agree","Somewhat agree","Somewhat disagree","Totally disagree","Somewhat agree","Somewhat disagree","Totally agree","Totally agree","Somewhat disagree","Somewhat agree","Somewhat agree","Totally agree","Totally agree","Totally agree","Somewhat disagree","Somewhat agree","Somewhat disagree","100-299 €","Somewhat agree","Totally agree","Totally agree","Totally agree","Totally disagree","Somewhat disagree","Totally disagree","Somewhat disagree","Totally agree","Somewhat agree","3","Northern and Eastern Finland","25-34","2.67307724273432"
"1943","Frame C","A medicine should be introduced at public expense if a company lowers its price",NA,"A medicine should be introduced at public expense if a company lowers its price",NA,"Female","1991","30","30-34","18-34","Married / in a registered partnership / cohabiting","I work full-time","High school","No","Municipal centre, parish or agglomeration","South Ostrobothnia","4001-5000 €","Yes","Yes","Pretty good","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quite well","Moderately",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less often","Once every two years","En","En","En","En","En","En","En","En","En","En","En","Yes","En","En","En","En","En","En","En","En","En","En","En","En","En","Yes","Yes","Yes","No","No","No","No","5","Yes","1-2 times a month","En","300-599 €","No","There have been no problems at all","Totally agree","Somewhat disagree","Somewhat disagree","Totally disagree","Totally disagree","Somewhat agree","Totally agree","Totally agree","Totally disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat agree","I don't know","Somewhat agree","300-599 €","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","I don't know","Somewhat agree","Somewhat disagree","6","Western Finland","25-34","2.24574083319688"
"956","Frame D","The medicine should be made available at public expense, regardless of the price charged by the company",NA,NA,"The medicine should be made available at public expense, regardless of the price charged by the company","Other","1991","30","30-34","18-34","Unmarried","I study","University of Applied Sciences","No","Helsinki metropolitan area (Helsinki, Espoo, Vantaa, Kauniainen) city centre or suburbs","Uusimaa","Up to 1000 €","Yes","Yes","Moderate","Yes","Yes","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderately","Moderately","Moderately","Quite well",NA,NA,"Quite well","99",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Once a year","Less often","Once every two years","Once a year",NA,NA,"Once every two years","Once a year","En","Yes","En","En","En","En","Yes","En","En","En","En","Yes","En","Yes","En","En","Yes","En","En","En","Yes","En","En","Yes","Yes","Yes","Yes","No","No","No","No","No","8","Yes","A few times a week","Yes","100-299 €","Yes","There have been some problems","Totally agree","Somewhat agree","Totally disagree","Totally disagree","Somewhat disagree","Totally disagree","Totally agree","Totally agree","Totally disagree","Somewhat agree","Totally agree","Totally agree","Totally agree","Totally agree","Somewhat disagree","Somewhat agree","I don't know","100-299 €","Somewhat agree","Totally agree","Totally agree","Totally agree","Totally disagree","Totally disagree","Totally disagree","Totally disagree","Totally agree","Totally agree","9","Helsinki-Uusimaa","25-34","1.55859742920608"
"681","Frame A",NA,"I don't know",NA,NA,"Female","1991","30","30-34","18-34","Married / in a registered partnership / cohabiting","I work full-time","University or college","No","Helsinki metropolitan area (Helsinki, Espoo, Vantaa, Kauniainen) city centre or suburbs","Uusimaa","5001-8000 €","Yes","Yes","Good for","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","Yes","En","En","En","En","En","En","En","En","No","No","No","No","No","Yes","1","Yes","Daily","Yes","100-299 €","No","There have been no problems at all","Totally agree","Somewhat disagree","Totally disagree","Totally disagree","Somewhat agree","Totally disagree","Totally agree","Totally agree","Totally disagree","Totally disagree","Somewhat disagree","Totally agree","Somewhat disagree","Totally disagree","I don't know","Totally disagree","Totally agree","300-599 €","Totally agree","Somewhat agree","I don't know","Somewhat agree","Totally disagree","Somewhat agree","Totally disagree","I don't know","Somewhat agree","Somewhat disagree","5","Helsinki-Uusimaa","25-34","1.55859742920608"
"199","Frame A",NA,NA,NA,NA,"Female","1991","30","30-34","18-34","Unmarried","I work full-time","Vocational education and training","Yes","Other city centre or suburb","Etelä-Savo","1001-2000 €","Yes","Yes","Good for","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Well",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less often",NA,"En","Yes","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","Yes","No","Yes","No","Yes","No","No","2","En","Once a week","Yes","All 100 €","No","There have been no problems at all","Somewhat agree","Somewhat agree","Totally disagree","Totally disagree","Totally disagree","Totally disagree","Somewhat agree","Somewhat agree","Totally disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","All 100 €","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Totally disagree","Somewhat disagree","Totally disagree","Totally disagree","Totally agree","Somewhat agree","8","Northern and Eastern Finland","25-34","2.67307724273432"
"218","Frame A",NA,NA,NA,NA,"Female","1991","30","30-34","18-34","Married / in a registered partnership / cohabiting","I work full-time","University of Applied Sciences","No","Other city centre or suburb","Uusimaa","4001-5000 €","Yes","Yes","Good for","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","En","Yes","En","En","En","En","En","Yes","En","En","No","No","Yes","Yes","No","No","3","En","1-2 times a month","Yes","100-299 €","No","There have been no problems at all","Totally agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Totally disagree","Totally disagree","Totally agree","Somewhat agree","Totally disagree","Somewhat disagree","Somewhat agree","Somewhat agree","I don't know","Somewhat agree","I don't know","Somewhat agree","I don't know","100-299 €","Somewhat agree","Totally agree","Totally agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Totally disagree","Somewhat agree","Somewhat disagree","8","Helsinki-Uusimaa","25-34","1.55859742920608"
